fromAccountNumber,toAccountNumber,transferAmount
01725810,68245566,11492.19
91036650,54318960,11364.57
68405281,21221354,17779.31
37555948,09792760,21430.68
09061637,28465089,22798.11
45878923,96609873,8544.11
47651937,19791746,2176.0
02261577,34883402,10303.5
25795110,67300655,6354.61
48494618,22940872,7545.06
43511778,71624617,2281.85
56057058,58555118,17883.1
90001321,24791922,19015.22
58849064,21361296,11752.15
44247966,27491577,19242.18
36770731,94363760,10087.64
34691816,85376366,7913.76
87480122,54994485,5141.73
69018190,31754828,1587.75
61396166,21144240,9940.9
24986755,55786416,8529.72
39536655,23335981,19225.4
41646533,00179560,22506.72
74872848,32301144,13285.17
25711875,76567001,17211.21
48392495,50250530,2125.74
77085733,32452204,17938.28
50499854,95037691,8451.46
97733478,36072415,9193.35
51201586,62709293,11554.06
28334255,43301614,9499.68
42561361,20616014,21428.16
30928510,39313881,8131.12
78181731,93966849,16383.08
64480367,65377840,18046.83
99708818,82692254,10609.45
45382970,55720298,5626.4
76204074,67669660,15794.44
67608157,47285323,1621.98
62096539,44710361,20416.47
37424190,91737656,23397.57
32436884,76720949,483.69
31428804,51444433,19874.25
38890512,41655238,9813.25
94320459,82386665,9273.43
53609823,22816139,12666.67
61188020,21239793,16206.17
32948479,86399661,22920.91
88108391,37548643,16956.08
35848516,83367694,22833.01
02650715,14880032,23265.88
72042748,45804816,24838.51
98892716,01838428,8378.0
34802786,38853616,12805.44
92396555,68384302,4590.21
70920888,40643137,22018.0
11671411,36915965,9741.18
43515554,50481064,772.4
86054768,14302770,6260.13
32976748,70852141,7655.65
74298327,50318421,11225.15
38983337,11585060,12704.45
55531696,35735779,5148.21
62671576,45096792,16792.61
67063048,63477559,3220.12
09148062,49624250,14456.64
86377997,44284534,5318.78
25629453,72308622,9786.66
35495468,42693772,20975.29
28790723,88802992,19656.57
33768717,92190825,23470.15
71799308,59685944,20943.31
58683002,75524906,17445.85
74564378,74515271,2751.62
74554898,20789435,6602.37
33980744,55189989,12147.42
11101154,65293164,11960.06
83782312,66050377,7783.48
36413119,45688065,15207.19
47999244,05206636,10145.03
09840423,93732994,9125.05
69173783,59514978,18956.39
49282689,83299797,5826.06
72895665,84592477,15469.46
56974249,80747222,20868.27
26135687,98007219,21363.18
48692113,59058946,20431.12
32605037,38317798,11565.02
99313937,38089251,13732.32
76354861,84773937,17661.93
38525629,15866646,12990.12
77354792,50730599,2247.19
15638984,62638906,23651.83
34064443,02200279,17264.56
13521745,23828124,14553.71
02234427,01000320,15851.51
71318073,42673637,5912.09
93521529,25938258,7652.18
71993089,13592370,24423.68
79170956,52976162,8273.59
65249840,73385257,23856.06
53578617,97444183,20171.11
95788890,89818244,404.93
43100583,87917925,7120.73
16597501,58101278,8461.72
15414410,70132250,798.18
91893093,67048373,22825.25
24329293,83743221,6589.27
70413786,68909062,21376.68
37382605,32944983,669.23
55929684,88873824,23744.93
11155324,19193915,3444.22
38911590,28925392,16319.29
14667367,20646516,19098.19
88707341,64507903,4708.29
00900201,16151185,19459.29
51929374,10342404,14062.66
91273024,35220527,12361.01
21283345,41622261,7095.55
87870046,93336017,18608.73
11931607,71162379,16156.98
03708835,53166685,14812.65
13163006,69964985,5439.44
59726418,17212144,24192.67
85731790,99967888,24186.04
42123521,97706731,2884.04
32281354,32985795,10955.88
56243277,89225356,4741.3
19255040,51746575,17513.41
30413917,24763806,3634.11
22667397,90815638,20733.71
46285614,96413463,14929.22
13739645,93507011,24204.09
41334645,15953834,16529.29
55431651,92011687,2637.85
24434010,15339423,3488.54
72970539,36263653,7115.28
71815459,27972212,15565.9
49114775,20786076,8867.88
58684375,92017627,19028.76
60045898,29219445,15589.17
24931328,94687873,19719.94
80322399,85207721,1877.77
83059865,96306499,17005.05
03436790,36559664,20121.46
75226824,12096343,23733.76
77823328,85495845,6431.62
50331543,20394790,21872.35
15639318,67059881,477.14
56111507,54689046,14039.03
59803805,16750951,16597.84
40978857,00105705,11165.59
46560735,79474191,9334.88
36873050,62902298,10029.69
86617666,98859016,11245.82
68626464,38045929,20350.84
47812352,32091823,257.07
79031202,58450802,5063.64
48718158,24262828,24546.01
70757859,46532879,22337.97
44678944,87644548,22518.73
59317364,22884398,11619.9
11639107,63733891,2492.08
50303786,38109911,5342.02
95517629,60768292,4429.69
15345660,84031549,5617.56
04391012,63875508,18028.29
02228563,43764839,13072.99
58583159,24878166,24833.26
88142524,26203317,8984.71
37402822,73684985,10419.15
65540060,75762469,22575.3
75641702,38425554,6009.37
08513427,62638623,24024.14
47950092,53152831,24880.28
09509450,98515196,1546.8
33330549,62831567,9517.6
04749493,66925651,14088.05
25840612,02363875,21982.85
83961946,50992584,16877.13
81368242,26803623,9506.1
50231553,57194851,16752.09
82182878,07811715,6241.39
11034261,90772689,3628.94
39564313,61783775,23053.07
67351466,48789325,22480.73
36464319,96249628,13223.72
40301709,59697077,5327.9
92426443,48186957,16807.25
76041358,51989040,9236.59
35413813,16868342,13936.27
81053407,54327054,15899.2
61094819,47323858,11683.71
59278955,15135452,6503.49
83104244,79056526,1749.9
62702461,46082435,23938.78
99348335,94691825,22811.52
45799877,27824320,6288.02
76544446,92247512,23500.89
54213173,84285973,21660.06
14946844,88685106,9772.86
55170574,21267123,13426.26
20674144,74421459,12674.72
96514665,92691476,21499.04
85870109,42421283,23413.34
88465975,09440609,17468.04
01994650,90650345,5455.21
91574893,22045676,11926.29
01430912,98989614,24874.48
82634698,85969919,1812.33
75435622,49540765,16354.11
79640671,37376512,2628.83
71777931,47088054,19708.73
65249918,40814346,4611.44
73329404,55060417,2737.07
82871499,22914200,16457.91
23189355,37034429,12518.02
66120520,39781901,5753.95
16053717,00303835,14939.78
33969886,63495904,12827.01
88406916,78420830,22576.31
34877616,03330685,11078.61
54358584,56854084,11036.04
35063131,09773172,5388.18
16753600,03521830,14461.53
92259041,02211923,4006.13
27217269,07636486,18517.77
37497798,72323748,24882.88
38914973,94700640,9373.31
07824883,36108596,13566.83
99519766,21798412,22165.65
26855660,08915498,3620.93
59416609,12140206,8961.92
67140688,74540778,19872.19
50557707,96437308,9559.01
62059022,04688365,2720.52
28393382,65947616,14711.6
35472377,55860857,284.47
97780144,63941043,5277.27
02300412,36797974,15488.56
02586854,82970680,24572.86
86395236,38389702,6179.8
35538066,01019063,20230.66
06121877,37244514,11739.99
39635426,86929622,15074.91
93668170,04565154,24387.27
93025072,15490179,7623.47
01817843,79782197,12598.66
18808919,20600433,6242.93
66159520,44860905,9272.79
17379373,65369265,1290.04
40009780,94218169,10079.21
78597280,85770829,18704.74
62870689,85282797,10935.94
92231733,38438219,15181.84
89488676,01390117,6006.9
75090685,03429020,20875.83
02885322,58501139,5127.66
02118918,61592339,14747.69
50582709,92089136,17577.79
48977777,90992698,18683.65
88547640,80144083,6232.42
48106306,84285751,23144.47
20969677,65728901,9305.26
21470295,93868570,1036.95
38241642,25876352,10085.19
77576415,86610773,16075.84
54180543,67852550,18746.79
41567302,68292416,1863.69
20483012,09830998,24001.48
97976660,25435221,6385.18
72427163,60359070,23936.87
49380545,32662009,20382.87
45374111,73414117,15980.95
77345585,60890580,17194.22
88002606,36836970,15077.11
03502167,81876051,9144.89
18528145,78080492,24512.45
54213289,95855523,16832.58
06593681,33505947,13654.94
81232369,29249596,19503.0
61627970,06772260,15300.39
64780153,35285823,23586.03
09669963,56053340,1534.01
35719984,22643285,24432.62
50467174,39540423,22678.57
18198744,94473278,4703.11
54776517,41875278,20393.83
33460055,65243527,2007.87
09972773,63555370,13110.38
15999726,60214652,6092.4
08006042,50223220,4170.19
61425316,34941232,5085.83
94338706,74293148,8160.34
84294388,09237094,9126.95
49393965,31441056,10432.4
82359003,68999872,22710.28
49613681,97153214,24008.81
45965401,89608852,16855.13
10602041,79028806,9900.0
33910116,87835526,8219.41
68218089,02516400,16794.72
99962159,64937199,23575.2
36951963,46430465,19431.34
09579699,41636138,1401.87
90704109,66312024,17005.2
73009436,91676191,3594.16
87909388,28909392,4183.21
52003776,70780277,8686.58
59373810,14881251,1100.81
57496764,05181711,14997.73
06724733,08175229,17712.74
43341443,66702474,6809.3
09506374,12666959,21226.83
52651335,25364156,21796.65
05869251,97536598,17305.07
62483063,40302782,7242.45
35828327,85784895,23811.35
95231051,90725876,10108.03
57498034,20218478,12249.45
22482648,24726320,9615.8
59617952,00710299,4452.57
35523680,67747641,14396.1
26978963,10821411,264.6
86625814,33520025,11473.38
82231774,86150729,16307.1
98879939,92879720,10495.92
12654468,14679469,1741.43
77208897,02194134,17227.62
37609139,30068087,11835.78
40436951,67419821,23182.41
59146223,60581921,3142.01
16795464,02577104,7954.8
09285316,04604570,21188.18
58448991,14135439,2880.24
92783447,26614557,11060.74
52982804,04736301,17225.29
60219091,33351476,4903.08
16684300,44228774,1765.82
82019693,34007495,18226.23
74329182,37571115,23620.86
82534394,33168906,16313.37
56835922,12891566,20913.72
76656149,84618276,24674.9
36536740,59937517,15971.46
15267993,59424031,22460.15
97316206,90186769,20612.46
38775802,93892483,886.14
85652965,58434383,18331.24
95640174,00202589,19781.65
90233784,01698602,22136.35
18560961,42837657,14093.81
05253265,20363109,13885.7
28071471,87438673,6940.28
78206106,24164863,2191.9
79587198,48027557,10745.2
64216874,42501121,10053.81
98124824,46000057,9711.05
60043375,86093996,1655.04
79843379,34947609,7349.04
02201801,42332640,20413.27
14173967,00529433,22783.18
87605686,78132405,19264.07
38618048,73593171,4988.78
74306169,39198952,4029.43
86619257,26487649,12394.41
15975805,94872163,23498.85
12489435,38519659,8154.56
56774740,45483899,23883.62
03646007,94971392,23886.6
03777701,70608120,9960.49
81904884,19856865,6483.04
30139367,11269434,12774.41
36422654,53391223,12646.03
55782760,22541468,23316.08
54962873,04869245,9088.67
07214233,43179305,15534.58
74382040,10647745,5766.28
35138709,73864646,4669.97
29802098,40577777,2204.24
74844500,88845876,4389.1
80777458,37470036,19278.74
00613767,26151731,21780.95
52676024,52826702,22863.09
64911359,48512480,3882.5
41689011,19600116,14162.75
45854033,78765184,7977.67
18339536,07684333,2861.14
46451484,51584511,3018.04
49991574,40685892,23226.78
49228137,25718416,8405.62
87499810,13988395,16647.4
31621311,45521966,3344.53
02965260,42681168,2431.52
39884572,88288253,3025.21
71138022,66760351,8787.09
47734029,38627569,21090.97
02512839,65256787,24228.46
17831536,92740761,5283.52
27954522,80702900,20708.65
56159332,26775173,6539.05
96374160,66247432,2075.01
80851615,64720777,12971.77
26910079,89075197,1033.2
67746514,78934566,16517.72
69694561,54685437,165.95
63534238,32744521,9832.01
32300659,04516859,19489.36
89654682,82686918,6438.38
58325971,75516130,24250.29
49696257,37435721,9528.6
64548166,50230402,14988.62
21255953,68669409,3567.33
13074968,26305363,23657.55
15742308,09769618,19363.92
86886475,10219898,3661.0
02966977,19330679,10990.75
09511941,33525150,14537.81
04761044,61933316,8609.34
64368450,06182458,8698.8
77508782,50094837,4118.77
04244967,52715273,13005.14
80833345,67475117,6940.91
44692858,20100711,7208.37
30619449,90167072,10124.86
68772352,58495728,19680.97
02013299,76427947,2724.73
70496345,40826646,3551.23
52445309,56490824,12963.8
62657525,92133860,12106.99
45012785,44009779,15994.26
53979865,39172754,16505.67
64956770,92113794,17256.54
11554004,39135926,10566.33
23015012,03452011,22973.83
54760738,90465857,16720.49
11890690,25350098,5512.57
95367880,66323655,13911.17
24841245,77197023,4029.18
05450381,60959812,9499.92
88677491,07717215,726.38
35725350,68212087,3580.21
91389657,86901758,22679.35
99324346,27165485,19628.44
99323752,93862288,9366.65
84815248,06926144,14337.76
06518493,98322626,15813.39
67754205,19497785,18973.4
65924471,11191759,23949.04
31903363,57029108,13571.67
72269329,62272193,20557.39
75997380,58925386,2271.5
29039890,87510898,11424.28
64878676,36677504,13615.54
53486035,71140858,13547.47
42657286,98216109,20778.3
66038528,00913447,23108.76
02659237,81852451,11628.29
43658299,65903018,17618.82
55291439,30258174,4059.82
52766411,12316052,8560.21
94920659,98846719,7674.27
37109721,33739656,4257.87
00281324,73268253,12945.9
12374465,73904250,19887.76
40719924,89772652,19114.75
71974569,87346831,7806.12
74581399,13785192,3357.13
95348841,75925628,6746.29
40812212,54943605,13252.13
21987151,12613861,1992.55
60557506,48364317,17252.58
31949989,62519144,18035.0
86621199,28130222,10971.6
91618214,63279931,10152.68
39558411,72227138,12355.89
78652767,77244444,14361.31
51905798,89876695,16952.92
44719913,73000419,21759.95
84874597,17303927,1232.01
66544449,93955683,13713.99
57139067,89108192,11630.88
24525749,52449246,22343.22
27729915,81490134,15128.06
87956153,79564809,691.83
40656922,89702260,24141.02
16569973,91172990,4252.15
97980094,13309749,16814.06
31783286,23959767,9582.53
74199952,49904673,10401.6
90492105,04890478,7466.57
78250697,51368531,2324.32
92211681,95967165,18778.42
10598863,10228821,4473.88
37988180,83928512,3726.04
00245838,52944413,9469.24
05383023,30085480,3650.22
28567653,52785078,257.58
55392143,40796222,17648.74
33197296,19951454,7817.82
81644599,28020042,4177.6
56017496,37084417,12513.01
67163175,19577470,10368.32
99149123,59989721,11118.94
36434091,99594800,9105.0
67142507,87909579,18030.86
55894050,57095035,12805.92
81046621,15765406,19341.42
11709978,57139968,13179.39
64654638,30599284,17120.2
81900909,85987340,10980.58
27299555,39131560,13843.56
66017783,26769585,17213.84
12810918,52377365,5934.48
83421129,36894734,10684.36
99445492,30074552,17263.78
30005839,11506720,16083.86
58979136,34587881,8834.17
76766237,79329484,14505.46
73951896,50051816,16664.33
41401897,98384242,17106.09
55673358,12556519,10360.86
19958200,73092575,934.65
90550799,00159692,12002.8
39319241,16891784,21010.46
87201468,50270866,5399.94
33229102,60792075,18150.28
43463503,25161809,2919.57
53972071,38183126,12060.58
35562399,98360017,15948.75
63471250,33942551,18008.24
85271036,46790835,18785.05
13289492,52162985,9561.72
20405854,68923518,19506.82
97797852,10558935,1102.69
08813039,25230642,4787.04
93069045,53190598,4604.48
74620371,23610224,24453.55
50358410,10076125,18511.42
65424537,28077381,23017.67
83488221,37422028,13366.54
28873846,52213922,12413.64
17856973,05771653,5750.29
69230233,32636970,4571.38
15199614,60628381,7383.33
34238868,30341340,7283.06
71793313,94440362,22559.77
12086740,21308307,11923.91
73340355,28529811,17092.19
59433927,24448697,19048.95
45217722,27419243,13830.18
63501506,32974737,3905.34
92646414,89404959,9271.0
97920366,86264075,22355.5
57023311,32392135,11358.68
38624780,20518127,13124.65
18917871,14927348,357.95
86571104,49123777,18949.68
28502098,12745425,16705.2
18297690,72830901,11896.43
41272381,80219026,11231.4
84608437,78143616,11978.06
82001469,82118235,14112.7
84847256,99406523,10469.11
59564089,33695365,11842.66
17769662,36239948,4363.79
69629440,98377459,5072.17
47907393,23746619,6557.38
34753767,44131258,2153.59
61340930,14325076,2572.86
62825757,67257713,61.77
58901182,32755022,23047.65
34022238,22669599,10586.35
29145935,98783694,2903.78
19841823,35906315,6120.14
38425424,04941958,728.11
04202592,42580515,17889.84
61185920,60805041,20243.3
84469939,22739940,10023.51
84022271,06800604,14010.42
97779261,15102683,15153.17
70995244,84407757,11690.01
77794529,63506549,10464.36
73710042,58084410,9677.82
48191500,66809180,9290.93
44955137,09655317,12642.91
58272152,97175520,15983.08
74714995,49606959,14318.05
64174686,46941596,8781.37
60826404,10882566,22307.3
90383861,69466755,11923.86
83435164,89270257,385.18
53663269,64490182,18918.39
58252741,18080223,13470.19
30051485,42508694,9821.4
17894760,99900564,1391.79
35660705,49605006,18963.2
29001217,49135930,770.3
08696472,49805994,21224.14
45361050,19361642,13445.62
53370433,75691639,2977.78
51766122,00487757,19410.39
67352272,74768233,372.25
14616013,88649801,11769.5
98367672,34378519,12184.36
93067713,81672943,21175.77
16656130,37702557,18550.94
04747734,29329991,13925.12
72040928,30515857,21817.55
31578615,05295241,24930.67
06746773,32766257,14975.14
37480950,55314954,1392.63
04071730,90899966,1893.5
34214879,75815950,15796.61
03415061,30110823,7464.54
07687549,38272530,3166.12
58984581,72785782,14786.88
98689118,41814918,22207.64
99476540,29201228,18473.67
71376646,22724793,10310.56
67205653,45846830,15219.69
90414091,50604692,19004.07
72743867,94198249,6204.42
09396470,21741937,4847.51
